id,model,field,answer_place,result
847,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
847,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
847,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
847,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
847,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
847,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
126,google/gemini-2.0-flash-001,Culture administrative et juridique,0,false
126,google/gemini-2.0-flash-001,Culture administrative et juridique,0,false
126,google/gemini-2.0-flash-001,Culture administrative et juridique,1,false
126,google/gemini-2.0-flash-001,Culture administrative et juridique,2,false
126,google/gemini-2.0-flash-001,Culture administrative et juridique,1,false
126,google/gemini-2.0-flash-001,Culture administrative et juridique,2,false
492,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
492,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
492,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
492,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
492,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
492,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
232,google/gemini-2.0-flash-001,Culture numérique,0,true
232,google/gemini-2.0-flash-001,Culture numérique,0,true
232,google/gemini-2.0-flash-001,Culture numérique,1,true
232,google/gemini-2.0-flash-001,Culture numérique,2,true
232,google/gemini-2.0-flash-001,Culture numérique,1,true
232,google/gemini-2.0-flash-001,Culture numérique,2,true
908,google/gemini-2.0-flash-001,Culture numérique,2,true
908,google/gemini-2.0-flash-001,Culture numérique,1,true
908,google/gemini-2.0-flash-001,Culture numérique,2,true
908,google/gemini-2.0-flash-001,Culture numérique,1,true
908,google/gemini-2.0-flash-001,Culture numérique,0,true
908,google/gemini-2.0-flash-001,Culture numérique,0,true
332,google/gemini-2.0-flash-001,Culture numérique,2,true
332,google/gemini-2.0-flash-001,Culture numérique,1,true
332,google/gemini-2.0-flash-001,Culture numérique,2,true
332,google/gemini-2.0-flash-001,Culture numérique,1,true
332,google/gemini-2.0-flash-001,Culture numérique,0,true
332,google/gemini-2.0-flash-001,Culture numérique,0,true
775,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",1,true
775,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",2,true
775,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",0,true
775,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",0,true
775,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",2,true
775,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",1,true
304,google/gemini-2.0-flash-001,Finances publiques,1,true
304,google/gemini-2.0-flash-001,Finances publiques,2,true
304,google/gemini-2.0-flash-001,Finances publiques,0,true
304,google/gemini-2.0-flash-001,Finances publiques,0,true
304,google/gemini-2.0-flash-001,Finances publiques,2,true
304,google/gemini-2.0-flash-001,Finances publiques,1,true
637,google/gemini-2.0-flash-001,Finances publiques,2,true
637,google/gemini-2.0-flash-001,Finances publiques,1,true
637,google/gemini-2.0-flash-001,Finances publiques,2,true
637,google/gemini-2.0-flash-001,Finances publiques,1,true
637,google/gemini-2.0-flash-001,Finances publiques,0,true
637,google/gemini-2.0-flash-001,Finances publiques,0,true
252,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
252,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
252,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
252,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
252,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
252,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
295,google/gemini-2.0-flash-001,Finances publiques,0,false
295,google/gemini-2.0-flash-001,Finances publiques,0,false
295,google/gemini-2.0-flash-001,Finances publiques,1,false
295,google/gemini-2.0-flash-001,Finances publiques,2,false
295,google/gemini-2.0-flash-001,Finances publiques,1,false
295,google/gemini-2.0-flash-001,Finances publiques,2,false
732,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
732,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
732,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
732,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
732,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
732,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
290,google/gemini-2.0-flash-001,Finances publiques,0,true
290,google/gemini-2.0-flash-001,Finances publiques,0,true
290,google/gemini-2.0-flash-001,Finances publiques,1,true
290,google/gemini-2.0-flash-001,Finances publiques,2,true
290,google/gemini-2.0-flash-001,Finances publiques,1,true
290,google/gemini-2.0-flash-001,Finances publiques,2,true
696,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
696,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
696,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
696,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
696,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
696,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
425,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",1,true
425,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",2,true
425,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",0,true
425,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",0,true
425,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",2,true
425,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",1,true
440,google/gemini-2.0-flash-001,Culture numérique,1,true
440,google/gemini-2.0-flash-001,Culture numérique,2,true
440,google/gemini-2.0-flash-001,Culture numérique,0,true
440,google/gemini-2.0-flash-001,Culture numérique,0,true
440,google/gemini-2.0-flash-001,Culture numérique,2,true
440,google/gemini-2.0-flash-001,Culture numérique,1,true
560,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
560,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
560,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
560,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
560,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
560,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
265,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
265,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
265,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
265,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
265,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
265,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
341,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
341,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
341,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
341,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
341,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
341,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
218,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",0,true
218,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",0,true
218,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",1,true
218,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",2,true
218,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",1,true
218,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",2,true
442,google/gemini-2.0-flash-001,Culture numérique,2,true
442,google/gemini-2.0-flash-001,Culture numérique,1,true
442,google/gemini-2.0-flash-001,Culture numérique,2,true
442,google/gemini-2.0-flash-001,Culture numérique,1,true
442,google/gemini-2.0-flash-001,Culture numérique,0,true
442,google/gemini-2.0-flash-001,Culture numérique,0,true
831,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
831,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
831,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
831,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
831,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
831,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
878,google/gemini-2.0-flash-001,Finances publiques,2,true
878,google/gemini-2.0-flash-001,Finances publiques,1,true
878,google/gemini-2.0-flash-001,Finances publiques,2,true
878,google/gemini-2.0-flash-001,Finances publiques,1,true
878,google/gemini-2.0-flash-001,Finances publiques,0,true
878,google/gemini-2.0-flash-001,Finances publiques,0,true
117,google/gemini-2.0-flash-001,Culture numérique,0,true
117,google/gemini-2.0-flash-001,Culture numérique,0,true
117,google/gemini-2.0-flash-001,Culture numérique,1,true
117,google/gemini-2.0-flash-001,Culture numérique,2,true
117,google/gemini-2.0-flash-001,Culture numérique,1,true
117,google/gemini-2.0-flash-001,Culture numérique,2,true
134,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
134,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
134,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
134,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
134,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
134,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
422,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",1,false
422,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",2,false
422,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",0,true
422,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",0,true
422,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",2,false
422,google/gemini-2.0-flash-001,"Organisation, fonctionnement et politiques des institutions européennes",1,false
51,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
51,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
51,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
51,google/gemini-2.0-flash-001,Culture administrative et juridique,0,true
51,google/gemini-2.0-flash-001,Culture administrative et juridique,2,true
51,google/gemini-2.0-flash-001,Culture administrative et juridique,1,true
